act_symbol,date,period,sales,cost_of_goods,gross_profit,selling_administrative_depreciation_amortization_expenses,income_after_depreciation_and_amortization,non_operating_income,interest_expense,pretax_income,income_taxes,minority_interest,investment_gains,other_income,income_from_continuing_operations,extras_and_discontinued_operations,net_income,income_before_depreciation_and_amortization,depreciation_and_amortization,average_shares,diluted_eps_before_non_recurring_items,diluted_net_eps
TEAM,2023-03-31,Quarter,915450000,168650000,746800000,908360000,-161560000,14100000,7980000,-155440000,53600000,0,0,0,-209040000,0,-209040000,,,256830000,-0.40,-0.81
TEAM,2023-06-30,Quarter,939100000,169780000,769320000,819710000,-50390000,13480000,8540000,-45450000,13510000,0,0,0,-58950000,0,-58950000,,,257390000,-0.21,-0.24
TEAM,2023-09-30,Quarter,977780000,178030000,799750000,818620000,-18870000,16890000,8980000,-10950000,20930000,0,0,0,-31880000,0,-31880000,,,257910000,-0.07,-0.12
TEAM,2023-12-31,Quarter,1060110000,194540000,865570000,914640000,-49070000,17950000,9000000,-40110000,44360000,0,0,0,-84470000,0,-84470000,,,258600000,-0.30,-0.33
TEAM,2024-03-31,Quarter,1189130000,213430000,975700000,957900000,17800000,10420000,8450000,19780000,7020000,0,0,0,12750000,0,12750000,,,261780000,0.10,0.05
TEAM,2024-06-30,Quarter,1131590000,217510000,914090000,981030000,-66940000,20480000,7650000,-54120000,142800000,0,0,0,-196920000,0,-196920000,,,260330000,-0.39,-0.76
TEAM,2024-09-30,Quarter,1187780000,217620000,970160000,1002130000,-31970000,9130000,7320000,-30160000,93610000,0,0,0,-123770000,0,-123770000,,,260480000,-0.34,-0.48
TEAM,2024-12-31,Quarter,1286460000,223130000,1063340000,1120810000,-57470000,17590000,7290000,-47180000,-8980000,0,0,0,-38210000,0,-38210000,,,261150000,-0.12,-0.15
TEAM,2025-03-31,Quarter,1356720000,219680000,1137040000,1149500000,-12460000,12910000,7800000,-7350000,63450000,0,0,0,-70810000,0,-70810000,,,262670000,-0.25,-0.27
TEAM,2025-06-30,Quarter,1384340000,234430000,1149920000,1178400000,-28480000,22420000,8140000,-14190000,9710000,0,0,0,-23900000,0,-23900000,,,262880000,-0.05,-0.08
TEAM,2025-09-30,Quarter,1432550000,257920000,1174630000,1270960000,-96330000,48650000,8640000,-56320000,-4450000,0,0,0,-51870000,0,-51870000,,,262990000,0.00,-0.20
TGT,2020-01-31,Quarter,23398000000,17056000000,6342000000,5145000000,1197000000,-28000000,118000000,1051000000,218000000,0,0,0,833000000,1000000,834000000,,,511900000,1.69,1.62
TGT,2020-04-30,Quarter,19615000000,14510000000,5105000000,4637000000,468000000,-22000000,117000000,329000000,45000000,0,0,0,284000000,0,284000000,,,505800000,0.59,0.56
TGT,2020-07-31,Quarter,22975000000,15673000000,7302000000,5002000000,2300000000,11000000,122000000,2189000000,499000000,0,0,0,1690000000,0,1690000000,,,504400000,3.38,3.35
TGT,2021-01-31,Quarter,28339000000,20485000000,7854000000,6018000000,1836000000,0,106000000,1730000000,350000000,0,0,0,1380000000,0,1380000000,,,506000000,2.67,2.72
TGT,2021-04-30,Quarter,24197000000,16716000000,7481000000,5107000000,2374000000,343000000,108000000,2609000000,512000000,0,0,0,2097000000,0,2097000000,,,503400000,3.69,4.17
TGT,2021-07-31,Quarter,25160000000,17280000000,7880000000,5413000000,2467000000,7000000,104000000,2370000000,553000000,0,0,0,1817000000,0,1817000000,,,497500000,3.64,3.65
TGT,2021-10-31,Quarter,25652000000,18206000000,7446000000,5436000000,2010000000,6000000,105000000,1911000000,423000000,0,0,0,1488000000,0,1488000000,,,489400000,3.03,3.04
TGT,2022-01-31,Quarter,30996000000,22761000000,8235000000,6140000000,2095000000,26000000,104000000,2017000000,473000000,0,0,0,1544000000,0,1544000000,,,480600000,3.19,3.24
TGT,2022-04-30,Quarter,25170000000,18461000000,6709000000,5363000000,1346000000,15000000,112000000,1249000000,240000000,0,0,0,1009000000,0,1009000000,,,467800000,2.19,2.16
TGT,2022-07-31,Quarter,26037000000,20142000000,5895000000,5574000000,321000000,8000000,112000000,217000000,34000000,0,0,0,183000000,0,183000000,,,463600000,0.39,0.39
TGT,2022-10-31,Quarter,26518000000,19680000000,6838000000,5816000000,1022000000,12000000,125000000,909000000,197000000,0,0,0,712000000,0,712000000,,,462500000,1.54,1.54
TGT,2023-01-31,Quarter,31395000000,23946000000,7449000000,6290000000,1159000000,13000000,129000000,1043000000,167000000,0,0,0,876000000,0,876000000,,,462700000,1.89,1.89
TGT,2023-04-30,Quarter,25322000000,18386000000,6936000000,5608000000,1328000000,23000000,147000000,1204000000,254000000,0,0,0,950000000,0,950000000,,,462900000,2.05,2.05
TGT,2023-07-31,Quarter,24773000000,17798000000,6975000000,5778000000,1197000000,16000000,141000000,1072000000,237000000,0,0,0,835000000,0,835000000,,,462500000,1.80,1.80
TGT,2023-10-31,Quarter,25398000000,18149000000,7249000000,5932000000,1317000000,25000000,107000000,1235000000,264000000,0,0,0,971000000,0,971000000,,,462600000,2.10,2.10
TGT,2024-01-31,Quarter,31919000000,23403000000,8516000000,6651000000,1865000000,28000000,107000000,1786000000,404000000,0,0,0,1382000000,0,1382000000,,,463100000,2.98,2.99
TGT,2024-04-30,Quarter,24531000000,17449000000,7082000000,5786000000,1296000000,29000000,106000000,1219000000,277000000,0,0,0,942000000,0,942000000,,,463900000,2.03,2.03
TGT,2024-07-31,Quarter,25452000000,17799000000,7653000000,6018000000,1635000000,20000000,110000000,1545000000,353000000,0,0,0,1192000000,0,1192000000,,,463500000,2.57,2.57
TGT,2024-10-31,Quarter,25668000000,18375000000,7293000000,6125000000,1168000000,28000000,105000000,1091000000,237000000,0,0,0,854000000,0,854000000,,,461500000,1.85,1.85
TGT,2025-01-31,Quarter,30915000000,22879000000,8036000000,6569000000,1467000000,29000000,90000000,1406000000,303000000,0,0,0,1103000000,0,1103000000,,,458400000,2.41,2.41
TGT,2025-04-30,Quarter,23846000000,17128000000,6718000000,5246000000,1472000000,26000000,116000000,1382000000,346000000,0,0,0,1036000000,0,1036000000,,,456500000,1.30,2.27
TGT,2025-07-31,Quarter,25211000000,17903000000,7308000000,5991000000,1317000000,17000000,116000000,1218000000,283000000,0,0,0,935000000,0,935000000,,,455600000,2.05,2.05
TGT,2025-10-31,Quarter,25270000000,18137000000,7133000000,6185000000,948000000,26000000,115000000,859000000,170000000,0,0,0,689000000,0,689000000,,,455100000,1.78,1.51
TJX,2020-01-31,Quarter,12206460000,8741810000,3464660000,2135330000,1329330000,0,3050000,1326280000,341490000,0,0,0,984790000,0,984790000,,,1219370000,0.81,0.80
TJX,2020-04-30,Quarter,4408890000,4414470000,-5580000,1313920000,-1319500000,0,23350000,-1342850000,-455360000,0,0,0,-887490000,0,-887490000,,,1197810000,-0.74,-0.74
TJX,2020-07-31,Quarter,6667580000,5174490000,1493090000,1527770000,-34680000,0,57340000,-92020000,122200000,0,0,0,-214220000,0,-214220000,,,1198630000,-0.18,-0.18
TJX,2021-01-31,Quarter,10943210000,7882570000,3060640000,2193100000,867540000,-312230000,47160000,508140000,182620000,0,0,0,325520000,0,325520000,,,1219480000,0.50,0.28
TJX,2021-04-30,Quarter,10086660000,7255640000,2831030000,2064990000,766040000,0,44690000,721350000,187420000,0,0,0,533930000,0,533930000,,,1221520000,0.44,0.44
TJX,2021-07-31,Quarter,12077060000,8528130000,3548930000,2223690000,1325240000,-242250000,28660000,1054330000,268650000,0,0,0,785680000,0,785680000,,,1220620000,0.79,0.64
TJX,2021-10-31,Quarter,12531890000,8835530000,3696360000,2296650000,1399710000,0,20670000,1379040000,356040000,0,0,0,1023000000,0,1023000000,,,1215690000,0.84,0.84
TJX,2022-01-31,Quarter,13854370000,10094520000,3759850000,2495910000,1263940000,0,21050000,1242900000,302690000,0,0,0,940200000,0,940200000,,,1204650000,0.78,0.78
TJX,2022-04-30,Quarter,11406470000,8223210000,3183260000,2094580000,1088680000,-217620000,18790000,852280000,264800000,0,0,0,587470000,0,587470000,,,1189260000,0.68,0.49
TJX,2022-07-31,Quarter,11843010000,8571550000,3271460000,2174860000,1096600000,0,11010000,1085590000,276250000,0,0,0,809340000,0,809340000,,,1178140000,0.69,0.69
TJX,2022-10-31,Quarter,12166290000,8622560000,3543730000,2184950000,1358780000,0,-430000,1359210000,296410000,0,0,0,1062810000,0,1062810000,,,1172270000,0.86,0.91
TJX,2023-01-31,Quarter,14520230000,10731680000,3788550000,2690610000,1097940000,217620000,-23370000,1338920000,300540000,0,0,0,1038380000,0,1038380000,,,1171000000,0.89,0.88
TJX,2023-04-30,Quarter,11783000000,8374000000,3409000000,2238000000,1171000000,37000000,0,1208000000,317000000,0,0,0,891000000,0,891000000,,,1165000000,0.76,0.76
TJX,2023-07-31,Quarter,12758000000,8910000000,3848000000,2559000000,1289000000,0,-38000000,1327000000,338000000,0,0,0,989000000,0,989000000,,,1161000000,0.85,0.85
TJX,2023-10-31,Quarter,13265000000,9139000000,4126000000,2578000000,1548000000,0,-41000000,1589000000,398000000,0,0,0,1191000000,0,1191000000,,,1158000000,1.03,1.03
TJX,2024-01-31,Quarter,16411000000,11528000000,4883000000,3094000000,1789000000,-37000000,-91000000,1843000000,440000000,0,0,0,1403000000,0,1403000000,,,1152000000,1.12,1.22
TJX,2024-04-30,Quarter,12479000000,8739000000,3740000000,2400000000,1340000000,0,-50000000,1390000000,320000000,0,0,0,1070000000,0,1070000000,,,1146000000,0.93,0.93
TJX,2024-07-31,Quarter,13468000000,9380000000,4088000000,2666000000,1422000000,0,-46000000,1468000000,369000000,0,0,0,1099000000,0,1099000000,,,1144000000,0.96,0.96
TJX,2024-10-31,Quarter,14063000000,9622000000,4441000000,2748000000,1693000000,0,-43000000,1736000000,439000000,0,0,0,1297000000,0,1297000000,,,1141000000,1.14,1.14
TJX,2025-01-31,Quarter,16350000000,11371000000,4979000000,3132000000,1847000000,0,-42000000,1889000000,491000000,0,0,0,1398000000,0,1398000000,,,1138000000,1.23,1.23
TJX,2025-04-30,Quarter,13111000000,9246000000,3865000000,2549000000,1316000000,0,-30000000,1346000000,310000000,0,0,0,1036000000,0,1036000000,,,1132000000,0.92,0.92
TJX,2025-07-31,Quarter,14401000000,9976000000,4425000000,2805000000,1620000000,0,-27000000,1647000000,404000000,0,0,0,1243000000,0,1243000000,,,1128000000,1.10,1.10
TMO,2020-03-31,Quarter,6230000000,3490000000,2740000000,1834000000,906000000,48000000,126000000,828000000,40000000,0,0,0,788000000,0,788000000,,,400000000,2.94,1.97
TMO,2020-06-30,Quarter,6917000000,3540000000,3377000000,1986000000,1391000000,-1000000,137000000,1253000000,97000000,0,0,0,1156000000,0,1156000000,,,398000000,3.89,2.90
TMO,2020-09-30,Quarter,8521000000,4190000000,4331000000,1905000000,2426000000,-30000000,144000000,2252000000,319000000,0,0,0,1933000000,0,1933000000,,,399000000,5.63,4.84
TMO,2020-12-31,Quarter,10550000000,4994000000,5556000000,2485000000,3071000000,-33000000,146000000,2892000000,394000000,0,0,0,2498000000,0,2498000000,,,400000000,7.09,6.25
TMO,2021-03-31,Quarter,9906000000,4697000000,5209000000,2160000000,3049000000,-171000000,125000000,2753000000,416000000,0,0,0,2337000000,0,2337000000,,,397000000,7.21,5.88
TMO,2021-06-30,Quarter,9273000000,4749000000,4524000000,2361000000,2163000000,6000000,122000000,2047000000,219000000,0,0,0,1828000000,0,1828000000,,,396000000,5.60,4.61
TMO,2021-09-30,Quarter,9330000000,4679000000,4651000000,2373000000,2278000000,23000000,128000000,2173000000,271000000,0,0,0,1902000000,0,1902000000,,,397000000,5.76,4.79
TMO,2021-12-31,Quarter,10702000000,5448000000,5254000000,2716000000,2538000000,-509000000,161000000,1868000000,203000000,3000000,-4000000,0,1661000000,0,1658000000,,,398000000,6.54,4.18
TMO,2022-03-31,Quarter,11818000000,6354000000,5464000000,2643000000,2821000000,-145000000,136000000,2540000000,301000000,5000000,-19000000,0,2220000000,0,2215000000,,,395000000,7.25,5.61
TMO,2022-06-30,Quarter,10970000000,6371000000,4599000000,2598000000,2001000000,64000000,148000000,1917000000,198000000,4000000,-51000000,0,1668000000,0,1664000000,,,394000000,5.51,4.22
TMO,2022-09-30,Quarter,10677000000,6375000000,4302000000,2592000000,1710000000,64000000,173000000,1601000000,31000000,3000000,-72000000,0,1498000000,0,1495000000,,,395000000,5.08,3.79
TMO,2022-12-31,Quarter,11450000000,6715000000,4735000000,2874000000,1861000000,185000000,269000000,1777000000,173000000,-2000000,-30000000,0,1574000000,0,1576000000,,,393000000,5.40,4.01
TMO,2023-03-31,Quarter,10710000000,6570000000,4140000000,2577000000,1563000000,100000000,300000000,1363000000,46000000,3000000,-25000000,0,1292000000,0,1289000000,,,388000000,5.03,3.32
TMO,2023-06-30,Quarter,10687000000,6436000000,4251000000,2673000000,1578000000,178000000,326000000,1430000000,52000000,1000000,-16000000,0,1362000000,0,1361000000,,,388000000,5.15,3.51
TMO,2023-09-30,Quarter,10574000000,6258000000,4316000000,2452000000,1864000000,260000000,359000000,1765000000,53000000,-20000000,-17000000,0,1695000000,0,1715000000,,,388000000,5.69,4.42
TMO,2023-12-31,Quarter,10886000000,6493000000,4393000000,2539000000,1854000000,276000000,390000000,1740000000,133000000,-24000000,-1000000,0,1606000000,0,1630000000,,,388000000,5.67,4.20
TMO,2024-03-31,Quarter,10345000000,6140000000,4205000000,2543000000,1662000000,289000000,363000000,1589000000,281000000,4000000,23000000,0,1331000000,0,1327000000,,,384000000,5.11,3.46
TMO,2024-06-30,Quarter,10541000000,6194000000,4347000000,2527000000,1820000000,300000000,354000000,1765000000,128000000,6000000,-84000000,0,1553000000,0,1547000000,,,383000000,5.37,4.04
TMO,2024-09-30,Quarter,10598000000,6270000000,4328000000,2489000000,1839000000,261000000,356000000,1742000000,99000000,0,-14000000,0,1629000000,0,1629000000,,,384000000,5.28,4.25
TMO,2024-12-31,Quarter,11395000000,6573000000,4822000000,2805000000,2017000000,240000000,317000000,1941000000,149000000,-7000000,33000000,0,1825000000,0,1832000000,,,383000000,6.10,4.78
TMO,2025-03-31,Quarter,10364000000,6129000000,4235000000,2518000000,1717000000,206000000,303000000,1620000000,95000000,4000000,-14000000,0,1511000000,0,1507000000,,,379000000,5.15,3.98
TMO,2025-06-30,Quarter,10855000000,6446000000,4409000000,2574000000,1835000000,278000000,404000000,1709000000,92000000,2000000,2000000,0,1619000000,0,1616000000,,,378000000,5.36,4.28
TMO,2025-09-30,Quarter,11122000000,6539000000,4583000000,2643000000,1940000000,232000000,347000000,1826000000,207000000,5000000,2000000,0,1621000000,0,1616000000,,,378000000,5.79,4.27
TMUS,2020-03-31,Quarter,11113000000,4168000000,6945000000,5406000000,1539000000,2000000,284000000,1257000000,306000000,0,0,0,951000000,0,951000000,,,866000000,1.23,1.10
TMUS,2020-06-30,Quarter,17671000000,6765000000,10906000000,10086000000,820000000,-189000000,839000000,-208000000,2000000,0,0,0,-210000000,320000000,110000000,,,1236530000,0.61,0.09
TMUS,2020-09-30,Quarter,19272000000,7681000000,11591000000,9026000000,2565000000,-96000000,809000000,1660000000,407000000,0,0,0,1253000000,0,1253000000,,,1249800000,1.17,1.00
TMUS,2020-12-31,Quarter,20341000000,9652000000,10689000000,8977000000,1712000000,-93000000,798000000,821000000,71000000,0,0,0,750000000,0,750000000,,,1251570000,1.03,0.46
TMUS,2021-03-31,Quarter,19759000000,8526000000,11233000000,9094000000,2139000000,-122000000,838000000,1179000000,246000000,0,0,0,933000000,0,933000000,,,1252780000,0.92,0.74
TMUS,2021-06-30,Quarter,19950000000,8944000000,11006000000,8900000000,2106000000,1000000,852000000,1255000000,277000000,0,0,0,978000000,0,978000000,,,1253720000,0.78,0.78
TMUS,2021-09-30,Quarter,19624000000,8683000000,10941000000,9357000000,1584000000,-58000000,838000000,688000000,-3000000,0,0,0,691000000,0,691000000,,,1256360000,0.55,0.55
TMUS,2021-12-31,Quarter,20785000000,10452000000,10333000000,9270000000,1063000000,0,834000000,229000000,-193000000,0,0,0,422000000,0,422000000,,,1254290000,1.10,0.34
TMUS,2022-03-31,Quarter,20120000000,9673000000,10447000000,8641000000,1806000000,-11000000,864000000,931000000,218000000,0,0,0,713000000,0,713000000,,,1255370000,0.57,0.57
TMUS,2022-06-30,Quarter,19701000000,9168000000,10533000000,9824000000,709000000,-21000000,851000000,-163000000,-55000000,0,0,0,-108000000,0,-108000000,,,1253930000,1.43,-0.09
TMUS,2022-09-30,Quarter,19477000000,8694000000,10783000000,9502000000,1281000000,-3000000,827000000,451000000,-57000000,0,0,0,508000000,0,508000000,,,1270000000,0.40,0.40
TMUS,2022-12-31,Quarter,20273000000,8671000000,11602000000,8855000000,2747000000,2000000,822000000,1927000000,450000000,0,0,0,1477000000,0,1477000000,,,1246880000,1.18,1.18
TMUS,2023-03-31,Quarter,19632000000,7649000000,11983000000,8586000000,3397000000,9000000,835000000,2571000000,631000000,0,0,0,1940000000,0,1940000000,,,1224610000,1.58,1.58
TMUS,2023-06-30,Quarter,19196000000,7004000000,12192000000,8399000000,3793000000,6000000,861000000,2938000000,717000000,0,0,0,2221000000,0,2221000000,,,1195530000,1.86,1.86
TMUS,2023-09-30,Quarter,19252000000,7135000000,12117000000,8521000000,3596000000,41000000,790000000,2847000000,705000000,0,0,0,2142000000,0,2142000000,,,1174390000,1.82,1.82
TMUS,2023-12-31,Quarter,20478000000,8400000000,12078000000,8598000000,3480000000,12000000,849000000,2643000000,629000000,0,0,0,2014000000,0,2014000000,,,1205010000,1.67,1.67
TMUS,2024-03-31,Quarter,19594000000,7087000000,12507000000,8509000000,3998000000,20000000,880000000,3138000000,764000000,0,0,0,2374000000,0,2374000000,,,1189090000,2.00,2.00
TMUS,2024-06-30,Quarter,19772000000,6752000000,13020000000,8390000000,4630000000,-8000000,854000000,3768000000,843000000,0,0,0,2925000000,0,2925000000,,,1172450000,2.49,2.49
TMUS,2024-09-30,Quarter,20162000000,7029000000,13133000000,8337000000,4796000000,7000000,836000000,3967000000,908000000,0,0,0,3059000000,0,3059000000,,,1170650000,2.61,2.61
TMUS,2024-12-31,Quarter,21872000000,8785000000,13087000000,8501000000,4586000000,94000000,841000000,3839000000,858000000,0,0,0,2981000000,0,2981000000,,,1159100000,2.57,2.56
TMUS,2025-03-31,Quarter,20886000000,7400000000,13486000000,8686000000,4800000000,-46000000,916000000,3838000000,885000000,0,0,0,2953000000,0,2953000000,,,1144660000,2.58,2.58
TMUS,2025-06-30,Quarter,21132000000,7376000000,13756000000,8543000000,5213000000,-11000000,922000000,4280000000,1058000000,0,0,0,3222000000,0,3222000000,,,1134850000,2.84,2.84
TMUS,2025-09-30,Quarter,21957000000,7726000000,14231000000,9701000000,4530000000,-78000000,924000000,3528000000,814000000,0,0,0,2714000000,0,2714000000,,,1126630000,2.59,2.41
TSLA,2020-03-31,Quarter,5985000000,4751000000,1234000000,951000000,283000000,-44000000,169000000,70000000,2000000,52000000,0,0,68000000,0,16000000,,,995000000,0.02,0.02
TSLA,2020-06-30,Quarter,6036000000,4769000000,1267000000,940000000,327000000,-7000000,170000000,150000000,21000000,25000000,0,0,129000000,0,104000000,,,1035000000,0.10,0.10
TSLA,2020-09-30,Quarter,8771000000,6708000000,2063000000,1254000000,809000000,-91000000,163000000,555000000,186000000,69000000,0,0,369000000,0,300000000,,,1105000000,0.27,0.27
TSLA,2020-12-31,Quarter,10744000000,8678000000,2066000000,1491000000,575000000,50000000,246000000,379000000,83000000,26000000,0,0,296000000,0,270000000,,,1124000000,0.24,0.25
TSLA,2021-03-31,Quarter,10389000000,8174000000,2215000000,1621000000,594000000,38000000,99000000,533000000,69000000,26000000,0,0,464000000,0,438000000,,,1133000000,0.39,0.39
TSLA,2021-06-30,Quarter,11958000000,9074000000,2884000000,1572000000,1312000000,56000000,75000000,1293000000,115000000,36000000,0,0,1178000000,0,1142000000,,,1119000000,1.02,1.02
TSLA,2021-09-30,Quarter,13757000000,10097000000,3660000000,1656000000,2004000000,4000000,126000000,1882000000,223000000,41000000,0,0,1659000000,0,1618000000,,,1123000000,1.44,1.44
