act_symbol,date,period,sales,cost_of_goods,gross_profit,selling_administrative_depreciation_amortization_expenses,income_after_depreciation_and_amortization,non_operating_income,interest_expense,pretax_income,income_taxes,minority_interest,investment_gains,other_income,income_from_continuing_operations,extras_and_discontinued_operations,net_income,income_before_depreciation_and_amortization,depreciation_and_amortization,average_shares,diluted_eps_before_non_recurring_items,diluted_net_eps
BAC,2024-03-31,Quarter,48071000000,9138000000,38933000000,18556000000,20377000000,0,13115000000,7262000000,588000000,0,0,0,6674000000,0,6674000000,,,8031400000,0.83,0.76
BAC,2024-06-30,Quarter,48529000000,9655000000,38874000000,17817000000,21057000000,0,13497000000,7560000000,663000000,0,0,0,6897000000,0,6897000000,,,7960900000,0.83,0.83
BAC,2024-09-30,Quarter,48869000000,10125000000,38744000000,18021000000,20723000000,0,13399000000,7324000000,428000000,0,0,0,6896000000,0,6896000000,,,7902100000,0.81,0.81
BAC,2024-12-31,Quarter,46965000000,9524000000,37441000000,18239000000,19202000000,0,12094000000,7108000000,443000000,0,0,0,6665000000,0,6665000000,,,7843700000,0.82,0.81
BAC,2025-03-31,Quarter,46989000000,8632000000,38357000000,19250000000,19107000000,0,10991000000,8116000000,720000000,0,0,0,7396000000,0,7396000000,,,7770800000,0.90,0.90
BAC,2025-06-30,Quarter,46666000000,8681000000,37985000000,18775000000,19210000000,0,11522000000,7688000000,572000000,0,0,0,7116000000,0,7116000000,,,7651600000,0.89,0.89
BAC,2025-09-30,Quarter,48221000000,8932000000,39289000000,18632000000,20657000000,0,11201000000,9456000000,987000000,0,0,0,8469000000,0,8469000000,,,7627100000,1.06,1.06
C,2020-03-31,Quarter,26378000000,2614000000,23764000000,17621000000,6143000000,0,3033000000,3110000000,576000000,-6000000,0,0,2534000000,-18000000,2522000000,,,2113700000,1.06,1.05
C,2020-06-30,Quarter,23275000000,1469000000,21806000000,18318000000,3488000000,0,2040000000,1448000000,131000000,0,0,0,1317000000,-1000000,1316000000,,,2084300000,0.50,0.50
C,2020-09-30,Quarter,20123000000,1293000000,18830000000,13226000000,5604000000,0,1528000000,4076000000,815000000,24000000,0,0,3261000000,-7000000,3230000000,,,2094300000,1.40,1.40
C,2020-12-31,Quarter,19063000000,1161000000,17902000000,11501000000,6401000000,0,1403000000,4998000000,1003000000,22000000,0,0,3995000000,6000000,3979000000,,,2095700000,2.07,1.77
C,2021-03-31,Quarter,21695000000,1052000000,20643000000,9018000000,11625000000,0,1316000000,10309000000,2332000000,33000000,0,0,7977000000,-2000000,7942000000,,,2096600000,3.62,3.62
C,2021-06-30,Quarter,19738000000,955000000,18783000000,10126000000,8657000000,0,1309000000,7348000000,1155000000,10000000,0,0,6193000000,10000000,6193000000,,,2073000000,2.84,2.85
C,2021-09-30,Quarter,19406000000,1023000000,18383000000,11292000000,7091000000,0,1229000000,5862000000,1193000000,24000000,0,0,4669000000,-1000000,4644000000,,,2026200000,2.49,2.15
C,2021-12-31,Quarter,19026000000,-134000000,19160000000,13979000000,5181000000,0,1231000000,3950000000,771000000,6000000,0,0,3179000000,0,3173000000,,,2001600000,1.99,1.52
C,2022-03-31,Quarter,21466000000,871000000,20595000000,13920000000,6675000000,0,1409000000,5266000000,941000000,17000000,0,0,4325000000,-2000000,4306000000,,,1988200000,2.02,2.02
C,2022-06-30,Quarter,23304000000,1420000000,21884000000,13667000000,8217000000,0,2246000000,5971000000,1182000000,21000000,0,0,4789000000,-221000000,4547000000,,,1958100000,2.30,2.19
C,2022-09-30,Quarter,25864000000,3270000000,22594000000,14114000000,8480000000,0,4086000000,4394000000,879000000,30000000,0,0,3515000000,-6000000,3479000000,,,1955100000,1.50,1.63
C,2022-12-31,Quarter,30444000000,5998000000,24446000000,14830000000,9616000000,0,6440000000,3176000000,640000000,21000000,0,0,2536000000,-2000000,2513000000,,,1955900000,1.10,1.16
C,2023-03-31,Quarter,37494000000,7708000000,29786000000,15264000000,14522000000,0,8339000000,6183000000,1531000000,45000000,0,0,4652000000,-1000000,4606000000,,,1964100000,1.86,2.19
C,2023-06-30,Quarter,38183000000,8727000000,29456000000,15394000000,14062000000,0,10020000000,4042000000,1090000000,36000000,0,0,2952000000,-1000000,2915000000,,,1968600000,1.37,1.33
C,2023-09-30,Quarter,41148000000,9630000000,31518000000,15351000000,16167000000,0,11379000000,4788000000,1203000000,41000000,0,0,3585000000,2000000,3546000000,,,1951700000,1.52,1.63
C,2023-12-31,Quarter,39995000000,10235000000,29760000000,19543000000,10217000000,0,12320000000,-2103000000,-296000000,31000000,0,0,-1807000000,-1000000,-1839000000,,,1909700000,0.84,-1.11
C,2024-03-31,Quarter,43820000000,10411000000,33409000000,16560000000,16849000000,0,12305000000,4544000000,1136000000,36000000,0,0,3408000000,-1000000,3371000000,,,1943200000,1.58,1.59
C,2024-06-30,Quarter,42633000000,10235000000,32398000000,15793000000,16605000000,-36000000,12259000000,4310000000,1047000000,46000000,0,0,3263000000,0,3217000000,,,1945700000,1.52,1.52
C,2024-09-30,Quarter,43409000000,10319000000,33090000000,15916000000,17174000000,-9000000,12775000000,4390000000,1116000000,35000000,0,0,3274000000,-1000000,3238000000,,,1940300000,1.51,1.51
C,2024-12-31,Quarter,40895000000,9361000000,31534000000,15824000000,15710000000,45000000,11953000000,3802000000,912000000,34000000,0,0,2890000000,0,2858000000,,,1931000000,1.34,1.33
C,2025-03-31,Quarter,41250000000,8438000000,32812000000,16148000000,16664000000,0,11216000000,5448000000,1340000000,43000000,0,0,4108000000,-1000000,4064000000,,,1919600000,1.96,1.96
C,2025-06-30,Quarter,42352000000,8685000000,33667000000,16451000000,17216000000,2000000,11999000000,5219000000,1186000000,14000000,0,0,4033000000,0,4019000000,,,1893100000,1.96,1.96
C,2025-09-30,Quarter,43840000000,9163000000,34677000000,16745000000,17932000000,5000000,12587000000,5350000000,1559000000,38000000,0,0,3791000000,-1000000,3752000000,,,1862600000,2.24,1.86
CAT,2020-03-31,Quarter,10635000000,7266000000,3369000000,1790000000,1579000000,222000000,288000000,1513000000,425000000,1000000,5000000,0,1093000000,0,1092000000,,,551100000,1.60,1.98
CAT,2020-06-30,Quarter,9997000000,7113000000,2884000000,1951000000,933000000,29000000,284000000,678000000,227000000,1000000,8000000,0,459000000,0,458000000,,,544500000,1.03,0.84
CAT,2020-09-30,Quarter,9881000000,6919000000,2962000000,1840000000,1122000000,14000000,273000000,863000000,187000000,3000000,-5000000,0,671000000,0,668000000,,,546400000,1.34,1.22
CAT,2020-12-31,Quarter,11235000000,7784000000,3451000000,1943000000,1508000000,-309000000,258000000,941000000,167000000,0,6000000,0,780000000,0,780000000,,,549500000,2.12,1.42
CAT,2021-03-31,Quarter,11887000000,8012000000,3875000000,1936000000,1939000000,325000000,267000000,1997000000,475000000,1000000,9000000,0,1531000000,0,1530000000,,,551400000,2.87,2.77
CAT,2021-06-30,Quarter,12889000000,8881000000,4008000000,2103000000,1905000000,201000000,236000000,1870000000,470000000,1000000,14000000,0,1414000000,0,1413000000,,,552100000,2.60,2.56
CAT,2021-09-30,Quarter,12397000000,8617000000,3780000000,2005000000,1775000000,225000000,225000000,1775000000,368000000,2000000,21000000,0,1428000000,0,1426000000,,,547600000,2.66,2.60
CAT,2021-12-31,Quarter,13798000000,10003000000,3795000000,2081000000,1714000000,1063000000,215000000,2562000000,429000000,0,-13000000,0,2120000000,0,2120000000,,,542600000,2.69,3.90
CAT,2022-03-31,Quarter,13589000000,9559000000,4030000000,2069000000,1961000000,253000000,215000000,1999000000,469000000,0,7000000,0,1537000000,0,1537000000,,,538300000,2.88,2.86
CAT,2022-06-30,Quarter,14247000000,9975000000,4272000000,2208000000,2064000000,260000000,228000000,2096000000,427000000,0,4000000,0,1673000000,0,1673000000,,,534100000,3.18,3.13
CAT,2022-09-30,Quarter,14994000000,10202000000,4792000000,2216000000,2576000000,242000000,260000000,2558000000,527000000,-1000000,9000000,0,2040000000,0,2041000000,,,527600000,3.95,3.87
CAT,2022-12-31,Quarter,16597000000,11614000000,4983000000,3115000000,1868000000,536000000,305000000,2099000000,644000000,0,-1000000,0,1454000000,0,1454000000,,,520900000,3.86,2.78
CAT,2023-03-31,Quarter,15862000000,10103000000,5759000000,2811000000,2948000000,32000000,346000000,2634000000,708000000,-1000000,16000000,0,1942000000,0,1943000000,,,519400000,4.91,3.74
CAT,2023-06-30,Quarter,17318000000,11065000000,6253000000,2356000000,3897000000,127000000,372000000,3652000000,752000000,2000000,24000000,0,2924000000,0,2922000000,,,515000000,5.55,5.67
CAT,2023-09-30,Quarter,16810000000,10583000000,6227000000,2498000000,3729000000,195000000,409000000,3515000000,734000000,-1000000,12000000,0,2793000000,0,2794000000,,,512600000,5.52,5.45
CAT,2023-12-31,Quarter,17070000000,11016000000,6054000000,2632000000,3422000000,241000000,414000000,3249000000,587000000,-3000000,11000000,0,2673000000,0,2676000000,,,507000000,5.23,5.26
CAT,2024-03-31,Quarter,15799000000,9662000000,6137000000,2320000000,3817000000,156000000,441000000,3532000000,688000000,-2000000,10000000,0,2854000000,0,2856000000,,,496900000,5.60,5.75
CAT,2024-06-30,Quarter,16689000000,10150000000,6539000000,2743000000,3796000000,155000000,451000000,3500000000,836000000,0,17000000,0,2681000000,0,2681000000,,,489500000,5.99,5.48
CAT,2024-09-30,Quarter,16106000000,10066000000,6040000000,2557000000,3483000000,76000000,461000000,3098000000,642000000,-1000000,7000000,0,2463000000,0,2464000000,,,486700000,5.17,5.06
CAT,2024-12-31,Quarter,16215000000,10321000000,5894000000,2632000000,3262000000,426000000,445000000,3243000000,463000000,-1000000,10000000,0,2790000000,0,2791000000,,,482600000,5.14,5.76
CAT,2025-03-31,Quarter,14249000000,8965000000,5284000000,2379000000,2905000000,107000000,442000000,2570000000,574000000,0,7000000,0,2003000000,0,2003000000,,,477100000,4.25,4.20
CAT,2025-06-30,Quarter,16569000000,10807000000,5762000000,2566000000,3196000000,84000000,462000000,2818000000,646000000,0,7000000,0,2179000000,0,2179000000,,,471500000,4.72,4.62
CAT,2025-09-30,Quarter,17638000000,11673000000,5965000000,2567000000,3398000000,208000000,479000000,3127000000,836000000,-1000000,8000000,0,2299000000,0,2300000000,,,470800000,4.95,4.88
CMG,2020-03-31,Quarter,1410770000,1161910000,248870000,177740000,71130000,2740000,0,73860000,-2520000,0,0,0,76390000,0,76390000,,,28320000,3.08,2.70
CMG,2020-06-30,Quarter,1364740000,1197980000,166760000,171700000,-4940000,620000,0,-4320000,-12490000,0,0,0,8180000,0,8180000,,,28330000,0.40,0.29
CMG,2020-09-30,Quarter,1601410000,1289190000,312230000,205130000,107100000,-600000,0,106500000,26260000,0,0,0,80240000,0,80240000,,,28450000,3.76,2.82
CMG,2020-12-31,Quarter,1607710000,1294480000,313230000,196350000,116880000,850000,0,117730000,-73230000,0,0,0,190960000,0,190960000,,,28550000,3.48,6.71
CMG,2021-03-31,Quarter,1741580000,1352820000,388760000,227310000,161450000,-2170000,0,159270000,32170000,0,0,0,127100000,0,127100000,,,28580000,5.36,4.45
CMG,2021-06-30,Quarter,1892540000,1429660000,462880000,217360000,245520000,850000,0,246380000,58400000,0,0,0,187970000,0,187970000,,,28500000,7.46,6.60
CMG,2021-09-30,Quarter,1952320000,1492960000,459350000,219670000,239680000,-130000,0,239550000,35120000,0,0,0,204430000,0,204430000,,,28480000,7.02,7.18
CMG,2021-12-31,Quarter,1960630000,1564620000,396020000,237720000,158300000,9260000,0,167560000,34080000,0,0,0,133480000,0,133480000,,,28490000,5.58,4.67
CMG,2022-03-31,Quarter,2020540000,1601590000,418950000,228730000,190220000,-210000,0,190010000,31710000,0,0,0,158290000,0,158290000,,,28300000,5.70,5.59
CMG,2022-06-30,Quarter,2213340000,1655250000,558090000,220480000,337610000,10570000,0,348170000,88230000,0,0,0,259940000,0,259940000,,,28090000,9.30,9.25
CMG,2022-09-30,Quarter,2220180000,1657630000,562550000,226300000,336250000,3710000,0,339970000,82830000,0,0,0,257140000,0,257140000,,,27960000,9.51,9.20
CMG,2022-12-31,Quarter,2180600000,1658060000,522540000,226210000,296330000,7060000,0,303390000,79660000,0,0,0,223730000,0,223730000,,,27900000,8.29,8.00
CMG,2023-03-31,Quarter,2368580000,1761490000,607090000,239490000,367600000,8950000,0,376560000,84910000,0,0,0,291640000,0,291640000,,,27790000,10.50,10.50
CMG,2023-06-30,Quarter,2514800000,1823950000,690860000,259040000,431820000,16450000,0,448260000,106470000,0,0,0,341790000,0,341790000,,,27750000,12.65,12.32
CMG,2023-09-30,Quarter,2471950000,1822110000,649840000,254900000,394940000,18390000,0,413340000,100130000,0,0,0,313220000,0,313220000,,,27680000,11.36,11.32
CMG,2023-12-31,Quarter,2516320000,1878020000,638300000,274860000,363440000,18910000,0,382350000,100270000,0,0,0,282090000,0,282090000,,,27620000,10.36,10.20
CMG,2024-03-31,Quarter,2701850000,1960000000,741850000,300560000,441290000,19360000,0,460660000,101370000,0,0,0,359290000,0,359290000,,,27620000,13.37,13.01
CMG,2024-06-30,Quarter,2973120000,2113720000,859400000,273350000,586050000,21860000,0,607910000,152240000,0,0,0,455670000,0,455670000,,,1381520000,0.34,0.33
CMG,2024-09-30,Quarter,2793580000,2081400000,712180000,238930000,473250000,29310000,0,502560000,115180000,0,0,0,387390000,0,387390000,,,1374610000,0.27,0.28
CMG,2024-12-31,Quarter,2845310000,2141050000,704260000,288530000,415730000,23370000,0,439100000,107330000,0,0,0,331760000,0,331760000,,,1368920000,0.25,0.24
CMG,2025-03-31,Quarter,2875250000,2121630000,753620000,274370000,479250000,22250000,0,501500000,114900000,0,0,0,386600000,0,386600000,,,1360720000,0.29,0.28
CMG,2025-06-30,Quarter,3063390000,2225160000,838230000,279180000,559050000,18360000,0,577410000,141290000,0,0,0,436130000,0,436130000,,,1350240000,0.33,0.32
CMG,2025-09-30,Quarter,3003440000,2267860000,735580000,258410000,477170000,19790000,0,496960000,114860000,0,0,0,382100000,0,382100000,,,1339520000,0.29,0.29
COP,2020-03-31,Quarter,4811000000,4022000000,789000000,2173000000,-1384000000,23000000,202000000,-1563000000,148000000,28000000,0,0,-1711000000,0,-1739000000,,,1084560000,0.45,-1.60
COP,2020-06-30,Quarter,4016000000,2274000000,1742000000,1446000000,296000000,-73000000,202000000,21000000,-257000000,18000000,0,0,278000000,0,260000000,,,1077610000,-0.92,0.24
COP,2020-09-30,Quarter,4380000000,2927000000,1453000000,1708000000,-255000000,-57000000,200000000,-512000000,-62000000,0,0,0,-450000000,0,-450000000,,,1077380000,-0.31,-0.42
COP,2020-12-31,Quarter,6049000000,4656000000,1393000000,2204000000,-811000000,-73000000,202000000,-1086000000,-314000000,0,0,0,-772000000,0,-772000000,,,1073580000,-0.19,-0.73
COP,2021-03-31,Quarter,10559000000,5950000000,4609000000,2588000000,2021000000,-81000000,226000000,1714000000,732000000,0,0,0,982000000,0,982000000,,,1302690000,0.69,0.75
COP,2021-06-30,Quarter,10211000000,4434000000,5777000000,2404000000,3373000000,-73000000,220000000,3080000000,989000000,0,0,0,2091000000,0,2091000000,,,1353200000,1.27,1.55
COP,2021-09-30,Quarter,11616000000,5633000000,5983000000,2131000000,3852000000,-51000000,219000000,3582000000,1203000000,0,0,0,2379000000,0,2379000000,,,1336380000,1.77,1.78
COP,2021-12-31,Quarter,15963000000,8179000000,7784000000,3214000000,4570000000,-15000000,219000000,4336000000,1709000000,0,0,0,2627000000,0,2627000000,,,1320830000,2.27,1.99
COP,2022-03-31,Quarter,19291000000,8401000000,10890000000,2690000000,8200000000,-85000000,217000000,7898000000,2139000000,0,0,0,5759000000,0,5759000000,,,1307400000,3.27,4.39
COP,2022-06-30,Quarter,21989000000,11118000000,10871000000,3014000000,7857000000,9000000,211000000,7655000000,2510000000,0,0,0,5145000000,0,5145000000,,,1295840000,3.91,3.96
COP,2022-09-30,Quarter,21614000000,11139000000,10475000000,2869000000,7606000000,33000000,199000000,7440000000,2913000000,0,0,0,4527000000,0,4527000000,,,1269320000,3.60,3.55
COP,2022-12-31,Quarter,19262000000,10883000000,8379000000,2859000000,5520000000,-107000000,178000000,5235000000,1986000000,0,0,0,3249000000,0,3249000000,,,1243040000,2.71,2.61
COP,2023-03-31,Quarter,15517000000,8055000000,7462000000,2688000000,4774000000,-24000000,188000000,4562000000,1642000000,0,0,0,2920000000,0,2920000000,,,1223360000,2.38,2.38
COP,2023-06-30,Quarter,12884000000,6585000000,6299000000,2704000000,3595000000,-54000000,179000000,3362000000,1130000000,0,0,0,2232000000,0,2232000000,,,1210340000,1.84,1.84
COP,2023-09-30,Quarter,14866000000,7630000000,7236000000,2819000000,4417000000,-123000000,194000000,4100000000,1302000000,0,0,0,2798000000,0,2798000000,,,1199750000,2.16,2.32
COP,2023-12-31,Quarter,15307000000,7796000000,7511000000,2854000000,4657000000,-174000000,219000000,4264000000,1257000000,0,0,0,3007000000,0,3007000000,,,1189900000,2.40,2.52
COP,2024-03-31,Quarter,14476000000,7461000000,7015000000,2940000000,4075000000,-62000000,205000000,3808000000,1257000000,9000000,0,0,2551000000,0,2542000000,,,1180320000,2.03,2.15
COP,2024-06-30,Quarter,14136000000,7124000000,7012000000,3066000000,3946000000,-89000000,198000000,3659000000,1330000000,7000000,0,0,2329000000,0,2322000000,,,1170300000,1.98,1.98
COP,2024-09-30,Quarter,13604000000,7078000000,6526000000,3050000000,3476000000,-52000000,189000000,3235000000,1176000000,7000000,0,0,2059000000,0,2052000000,,,1163230000,1.78,1.76
COP,2024-12-31,Quarter,14737000000,7455000000,7282000000,4049000000,3233000000,-72000000,191000000,2970000000,664000000,-23000000,0,0,2306000000,0,2329000000,,,1209160000,1.98,1.92
COP,2025-03-31,Quarter,17101000000,8811000000,8290000000,3495000000,4795000000,-124000000,205000000,4466000000,1617000000,0,0,0,2849000000,0,2849000000,,,1274880000,2.09,2.23
COP,2025-06-30,Quarter,14740000000,7738000000,7002000000,3661000000,3341000000,-92000000,232000000,3017000000,1046000000,0,0,0,1971000000,0,1971000000,,,1259000000,1.42,1.56
COP,2025-09-30,Quarter,15522000000,8560000000,6962000000,3723000000,3239000000,-88000000,223000000,2928000000,1202000000,0,0,0,1726000000,0,1726000000,,,1246850000,1.61,1.38
COST,2020-02-29,Quarter,39072000000,34056000000,5016000000,3750000000,1266000000,45000000,34000000,1277000000,330000000,16000000,0,0,947000000,0,931000000,,,443730000,2.10,2.10
COST,2020-05-31,Quarter,37266000000,32249000000,5017000000,3838000000,1179000000,21000000,37000000,1163000000,311000000,14000000,0,0,852000000,0,838000000,,,443860000,1.89,1.89
COST,2020-08-31,Quarter,53383000000,46401000000,6982000000,5053000000,1929000000,-9000000,51000000,1869000000,465000000,15000000,0,0,1404000000,0,1389000000,,,444230000,3.13,3.13
COST,2020-11-30,Quarter,43208000000,37458000000,5750000000,4320000000,1430000000,29000000,39000000,1420000000,239000000,15000000,0,0,1181000000,0,1166000000,,,444390000,2.29,2.62
COST,2021-02-28,Quarter,44769000000,39078000000,5691000000,4351000000,1340000000,19000000,40000000,1319000000,348000000,20000000,0,0,971000000,0,951000000,,,444490000,2.14,2.14
COST,2021-05-31,Quarter,45277000000,39415000000,5862000000,4199000000,1663000000,27000000,40000000,1650000000,417000000,13000000,0,0,1233000000,0,1220000000,,,444130000,2.75,2.75
COST,2021-08-31,Quarter,62675000000,54733000000,7942000000,5667000000,2275000000,68000000,52000000,2291000000,597000000,24000000,0,0,1694000000,0,1670000000,,,444370000,3.90,3.76
COST,2021-11-30,Quarter,50363000000,43952000000,6411000000,4718000000,1693000000,42000000,39000000,1696000000,351000000,21000000,0,0,1345000000,0,1324000000,,,444600000,2.97,2.98
COST,2022-02-28,Quarter,51904000000,45517000000,6387000000,4575000000,1812000000,25000000,36000000,1801000000,481000000,21000000,0,0,1320000000,0,1299000000,,,444920000,2.92,2.92
COST,2022-05-31,Quarter,52596000000,46355000000,6241000000,4450000000,1791000000,71000000,35000000,1827000000,455000000,19000000,0,0,1372000000,0,1353000000,,,444890000,3.17,3.04
COST,2022-08-31,Quarter,72091000000,63558000000,8533000000,6036000000,2497000000,67000000,48000000,2516000000,638000000,10000000,0,0,1878000000,0,1868000000,,,444660000,4.20,4.20
COST,2022-11-30,Quarter,54437000000,47769000000,6668000000,4917000000,1751000000,53000000,34000000,1770000000,406000000,0,0,0,1364000000,0,1364000000,,,444530000,3.10,3.07
COST,2023-02-28,Quarter,55266000000,48423000000,6843000000,4940000000,1903000000,114000000,34000000,1983000000,517000000,0,0,0,1466000000,0,1466000000,,,444480000,3.30,3.30
COST,2023-05-31,Quarter,53648000000,47175000000,6473000000,4794000000,1679000000,128000000,36000000,1771000000,469000000,0,0,0,1302000000,0,1302000000,,,444360000,3.43,2.93
COST,2023-08-31,Quarter,78939000000,69219000000,9720000000,6939000000,2781000000,238000000,56000000,2963000000,803000000,0,0,0,2160000000,0,2160000000,,,444450000,4.86,4.86
COST,2023-11-30,Quarter,57799000000,50457000000,7342000000,5358000000,1984000000,160000000,38000000,2106000000,517000000,0,0,0,1589000000,0,1589000000,,,444400000,3.48,3.58
COST,2024-02-29,Quarter,58442000000,51140000000,7302000000,5240000000,2062000000,216000000,41000000,2237000000,494000000,0,0,0,1743000000,0,1743000000,,,444750000,3.71,3.92
COST,2024-05-31,Quarter,58515000000,51173000000,7342000000,5145000000,2197000000,128000000,41000000,2284000000,603000000,0,0,0,1681000000,0,1681000000,,,444830000,3.78,3.78
COST,2024-08-31,Quarter,79697000000,69588000000,10109000000,7067000000,3042000000,120000000,49000000,3113000000,759000000,0,0,0,2354000000,0,2354000000,,,444980000,5.15,5.28
COST,2024-11-30,Quarter,62151000000,54109000000,8042000000,5846000000,2196000000,147000000,37000000,2306000000,508000000,0,0,0,1798000000,0,1798000000,,,444890000,3.82,4.04
COST,2025-02-28,Quarter,63723000000,55744000000,7979000000,5663000000,2316000000,142000000,36000000,2422000000,634000000,0,0,0,1788000000,0,1788000000,,,444890000,4.02,4.02
COST,2025-05-31,Quarter,63205000000,54996000000,8209000000,5679000000,2530000000,85000000,35000000,2580000000,677000000,0,0,0,1903000000,0,1903000000,,,444760000,4.28,4.28
COST,2025-08-31,Quarter,86156000000,75037000000,11119000000,7778000000,3341000000,215000000,46000000,3510000000,900000000,0,0,0,2610000000,0,2610000000,,,444710000,5.87,5.87
CRM,2020-01-31,Quarter,4851000000,1220000000,3631000000,3667000000,-36000000,32000000,0,-4000000,244000000,0,0,0,-248000000,0,-248000000,,,889000000,0.09,-0.33
CRM,2020-04-30,Quarter,4865000000,1254000000,3611000000,3751000000,-140000000,187000000,0,47000000,-52000000,0,0,0,99000000,0,99000000,,,913000000,0.32,0.11
CRM,2020-07-31,Quarter,5151000000,1311000000,3840000000,3662000000,178000000,661000000,0,839000000,-1786000000,0,0,0,2625000000,0,2625000000,,,922000000,0.94,2.85
CRM,2020-10-31,Quarter,5419000000,1394000000,4025000000,3801000000,224000000,1026000000,0,1250000000,169000000,0,0,0,1081000000,0,1081000000,,,939000000,1.27,1.15
CRM,2021-01-31,Quarter,5817000000,1479000000,4338000000,4145000000,193000000,232000000,0,425000000,158000000,0,0,0,267000000,0,267000000,,,939000000,0.54,0.27
CRM,2021-04-30,Quarter,5963000000,1555000000,4408000000,4054000000,354000000,250000000,0,604000000,135000000,0,0,0,469000000,0,469000000,,,940000000,0.74,0.50
CRM,2021-07-31,Quarter,6340000000,1613000000,4727000000,4395000000,332000000,494000000,0,826000000,291000000,0,0,0,535000000,0,535000000,,,950000000,0.87,0.56
CRM,2021-10-31,Quarter,6863000000,1844000000,5019000000,4981000000,38000000,261000000,0,299000000,-169000000,0,0,0,468000000,0,468000000,,,1001000000,0.78,0.47
CRM,2022-01-31,Quarter,7326000000,2014000000,5312000000,5488000000,-176000000,-21000000,0,-197000000,-169000000,0,0,0,-28000000,0,-28000000,,,986000000,0.24,-0.03
CRM,2022-04-30,Quarter,7411000000,2045000000,5366000000,5346000000,20000000,-49000000,0,-29000000,-57000000,0,0,0,28000000,0,28000000,,,1001000000,0.41,0.03
CRM,2022-07-31,Quarter,7720000000,2127000000,5593000000,5400000000,193000000,-12000000,0,181000000,113000000,0,0,0,68000000,0,68000000,,,1001000000,0.52,0.07
CRM,2022-10-31,Quarter,7837000000,2088000000,5749000000,5289000000,460000000,15000000,0,475000000,265000000,0,0,0,210000000,0,210000000,,,1000000000,0.73,0.21
CRM,2023-01-31,Quarter,8384000000,2100000000,6284000000,5099000000,1185000000,-324000000,0,33000000,131000000,0,0,0,-98000000,0,-98000000,,,984000000,1.01,-0.10
CRM,2023-04-30,Quarter,8247000000,2125000000,6122000000,5710000000,412000000,-86000000,0,326000000,127000000,0,0,0,199000000,0,199000000,,,988000000,1.15,0.20
CRM,2023-07-31,Quarter,8603000000,2113000000,6490000000,5014000000,1476000000,16000000,0,1492000000,225000000,0,0,0,1267000000,0,1267000000,,,986000000,1.63,1.28
CRM,2023-10-31,Quarter,8720000000,2155000000,6565000000,5064000000,1501000000,-14000000,0,1487000000,263000000,0,0,0,1224000000,0,1224000000,,,981000000,1.62,1.25
CRM,2024-01-31,Quarter,9287000000,2148000000,7139000000,5517000000,1622000000,23000000,0,1645000000,199000000,0,0,0,1446000000,0,1446000000,,,983000000,1.78,1.47
CRM,2024-04-30,Quarter,9133000000,2162000000,6971000000,5262000000,1709000000,158000000,0,1867000000,334000000,0,0,0,1533000000,0,1533000000,,,985000000,1.90,1.56
CRM,2024-07-31,Quarter,9325000000,2159000000,7166000000,5383000000,1783000000,54000000,0,1837000000,408000000,0,0,0,1429000000,0,1429000000,,,973000000,1.92,1.47
CRM,2024-10-31,Quarter,9444000000,2105000000,7339000000,5446000000,1893000000,-147000000,0,1746000000,219000000,0,0,0,1527000000,0,1527000000,,,965000000,1.86,1.58
CRM,2025-01-31,Quarter,9993000000,2217000000,7776000000,5956000000,1820000000,168000000,0,1988000000,280000000,0,0,0,1708000000,0,1708000000,,,974000000,2.22,1.75
CRM,2025-04-30,Quarter,9829000000,2265000000,7564000000,5622000000,1942000000,32000000,0,1974000000,433000000,0,0,0,1541000000,0,1541000000,,,970000000,1.94,1.59
CRM,2025-07-31,Quarter,10236000000,2242000000,7994000000,5662000000,2332000000,74000000,0,2406000000,519000000,0,0,0,1887000000,0,1887000000,,,962000000,2.27,1.96
CRWD,2020-01-31,Quarter,152110000,43420000,108690000,139820000,-31130000,3200000,150000,-28080000,330000,0,0,0,-28410000,0,-28410000,,,207570000,-0.14,0.16
CRWD,2020-04-30,Quarter,178080000,46900000,131180000,153760000,-22580000,4530000,140000,-18190000,1040000,0,0,0,-19220000,0,-19220000,,,213130000,-0.09,-0.09
CRWD,2020-07-31,Quarter,198970000,54390000,144580000,174570000,-29990000,730000,170000,-29430000,440000,0,0,0,-29870000,0,-29870000,,,216700000,-0.13,-0.14
CRWD,2020-10-31,Quarter,232460000,61530000,170930000,195090000,-24160000,270000,190000,-24080000,450000,0,0,0,-24530000,0,-24530000,,,219400000,-0.10,-0.11
CRWD,2021-01-31,Quarter,264930000,66730000,198200000,214000000,-15800000,680000,1050000,-16170000,2830000,0,0,0,-19000000,0,-19000000,,,221700000,-0.08,-0.09
CRWD,2021-04-30,Quarter,302840000,78510000,224340000,255690000,-31350000,4770000,6230000,-32810000,50060000,2180000,0,0,-82870000,0,-85050000,,,224150000,-0.14,-0.38
CRWD,2021-07-31,Quarter,337690000,90430000,247260000,294670000,-47410000,620000,6300000,-53080000,4240000,0,0,0,-57320000,0,-57320000,,,226360000,-0.21,-0.25
CRWD,2021-10-31,Quarter,380050000,101660000,278390000,318650000,-40260000,690000,6400000,-45980000,4470000,10000,0,0,-50450000,0,-50460000,,,228290000,-0.19,-0.22
